period_start_ins,period_end_ins,component,power,time
67103644,67208124,other,0.01745531,6144.0
67208124,67312746,other,0.0117893,6160.0
67312746,67417346,other,0.01306606,6176.0
67417346,67521514,other,0.01622244,6192.0
67521514,67626466,other,0.01551087,6208.0
67626466,67731593,other,0.0117005,6224.0
67731593,67838670,other,0.01316534,6240.0
67838670,67945755,other,0.01165845,6256.0
67945755,68052769,other,0.01507819,6272.0
68052769,68159786,other,0.0161312,6288.0
68159786,68267657,other,0.01358915,6304.0
68267657,68374050,other,0.01447204,6320.0
68374050,68482259,other,0.02268551,6336.0
68482259,68590309,other,0.0198002,6352.0
68590309,68696385,other,0.0162081,6368.0
68696385,68802650,other,0.02007972,6384.0
68802650,68909574,other,0.01367679,6400.0
68909574,69016728,other,0.01563476,6416.0
69016728,69122696,other,0.01715984,6432.0
69122696,69229281,other,0.01284739,6448.0
69229281,69336055,other,0.00982641,6464.0
69336055,69440403,other,0.01600331,6480.0
69440403,69542996,other,0.00827694,6496.0
69542996,69646652,other,0.01256454,6512.0
69646652,69753024,other,0.01024568,6528.0
69753024,69860324,other,0.00882348,6544.0
69860324,69969077,other,0.01066956,6560.0
69969077,70078346,other,0.00552262,6576.0
70078346,70183854,other,0.01533262,6592.0
70183854,70292006,other,0.06587667,6608.0
70292006,70355339,other,0.03544812,6624.0
70355339,70407736,other,0.00373413356,6640.0
70407736,70459269,other,0.00224547356,6656.0
70459269,70511002,other,0.00286729356,6672.0
70511002,70563307,other,0.00277200356,6688.0
70563307,70615023,other,0.00538068356,6704.0
70615023,70667194,other,0.00572874356,6720.0
70667194,70718512,other,0.00329571356,6736.0
70718512,70775607,other,0.06021837,6752.0
70775607,70912891,other,0.0701191,6768.0
70912891,71044809,other,0.0935756,6784.0
71044809,71181388,other,0.257803008271,6800.0
71181388,71326004,other,0.0565652,6816.0
71326004,71452793,other,0.197204020301,6832.0
71452793,71708153,other,0.0002304,6848.0
71708153,71963513,other,0.0002304,6864.0
71963513,72218873,other,0.0002304,6880.0
72218873,72474233,other,0.0002304,6896.0
72474233,72729593,other,0.0002304,6912.0
72729593,72984959,other,0.000164000000002,6928.0
72984959,73240319,other,0.0002304,6944.0
73240319,73495679,other,0.0002304,6960.0
73495679,73751039,other,0.0002304,6976.0
73751039,74006399,other,0.0002304,6992.0
74006399,74261759,other,0.0002304,7008.0
74261759,74517119,other,0.0002304,7024.0
74517119,74772479,other,0.0002304,7040.0
74772479,75027839,other,0.0002304,7056.0
75027839,75283199,other,0.0002304,7072.0
75283199,75538565,other,0.000164000000002,7088.0
75538565,75793925,other,0.0002304,7104.0
75793925,76049285,other,0.0002304,7120.0
76049285,76304645,other,0.0002304,7136.0
76304645,76560005,other,0.0002304,7152.0
76560005,76815365,other,0.0002304,7168.0
76815365,77070725,other,0.0002304,7184.0
77070725,77326085,other,0.0002304,7200.0
77326085,77581445,other,0.0002304,7216.0
77581445,77836805,other,0.0002304,7232.0
77836805,78092165,other,0.0002304,7248.0
78092165,78347531,other,0.000164000000002,7264.0
78347531,78602891,other,0.0002304,7280.0
78602891,78858251,other,0.0002304,7296.0
78858251,79113611,other,0.0002304,7312.0
79113611,79368971,other,0.0002304,7328.0
79368971,79624331,other,0.0002304,7344.0
79624331,79879691,other,0.0002304,7360.0
79879691,80135051,other,0.0002304,7376.0
80135051,80390411,other,0.0002304,7392.0
80390411,80645771,other,0.0002304,7408.0
80645771,80901137,other,0.000164000000002,7424.0
80901137,81156497,other,0.0002304,7440.0
81156497,81411857,other,0.0002304,7456.0
81411857,81667217,other,0.0002304,7472.0
81667217,81922577,other,0.0002304,7488.0
81922577,82177937,other,0.0002304,7504.0
82177937,82433297,other,0.0002304,7520.0
82433297,82688657,other,0.0002304,7536.0
82688657,82944017,other,0.0002304,7552.0
82944017,83199377,other,0.0002304,7568.0
83199377,83454740,other,0.000197200000002,7584.0
83454740,83710103,other,0.000197200000002,7600.0
83710103,83965463,other,0.0002304,7616.0
83965463,84220823,other,0.0002304,7632.0
84220823,84476183,other,0.0002304,7648.0
84476183,84731543,other,0.0002304,7664.0
84731543,84986903,other,0.0002304,7680.0
84986903,85242263,other,0.0002304,7696.0
85242263,85497623,other,0.0002304,7712.0
85497623,85752983,other,0.0002304,7728.0
85752983,86008343,other,0.0002304,7744.0
86008343,86263709,other,0.000164000000002,7760.0
86263709,86519069,other,0.0002304,7776.0
86519069,86774429,other,0.0002304,7792.0
86774429,87029789,other,0.0002304,7808.0
87029789,87285149,other,0.0002304,7824.0
87285149,87416646,other,0.119037721805,7840.0
87416646,87519545,other,0.01692692,7856.0
87519545,87624355,other,0.01126072,7872.0
87624355,87730550,other,0.01138545,7888.0
87730550,87835113,other,0.00660208,7904.0
87835113,87940338,other,0.00745512,7920.0
87940338,88043932,other,0.00592806,7936.0
88043932,88146469,other,0.01270831,7952.0
88146469,88251721,other,0.00730206,7968.0
88251721,88355622,other,0.00548311,7984.0
88355622,88456770,other,0.01032044,8000.0
88456770,88559521,other,0.00872098,8016.0
88559521,88664444,other,0.00600822,8032.0
88664444,88768348,other,0.01209568,8048.0
88768348,88871750,other,0.01324357,8064.0
88871750,88976753,other,0.01979852,8080.0
88976753,89084818,other,0.01237836,8096.0
89084818,89192330,other,0.01767645,8112.0
89192330,89297822,other,0.01573343,8128.0
89297822,89402030,other,0.01426699,8144.0
89402030,89504467,other,0.01043999,8160.0
89504467,89609691,other,0.01027056,8176.0
89609691,89713096,other,0.00831495,8192.0
89713096,89818634,other,0.01025597,8208.0
89818634,89923174,other,0.01032448,8224.0
89923174,90029202,other,0.00876226,8240.0
90029202,90135902,other,0.01133865,8256.0
90135902,90242662,other,0.01361503,8272.0
90242662,90348410,other,0.01375483,8288.0
90348410,90454155,other,0.01413198,8304.0
90454155,90557804,other,0.01296813,8320.0
90557804,90662739,other,0.01215792,8336.0
90662739,90768886,other,0.00984651,8352.0
90768886,90873043,other,0.01271498,8368.0
90873043,90979994,other,0.01283,8384.0
90979994,91084601,other,0.00867339,8400.0
91084601,91188308,other,0.00669924,8416.0
91188308,91292619,other,0.01013194,8432.0
91292619,91398377,other,0.01608127,8448.0
91398377,91501699,other,0.01190516,8464.0
91501699,91605647,other,0.00987804,8480.0
91605647,91708470,other,0.01021507,8496.0
91708470,91812363,other,0.01481351,8512.0
91812363,91917411,other,0.0209631,8528.0
91917411,92023881,other,0.02400514,8544.0
92023881,92130975,other,0.02200196,8560.0
92130975,92237105,other,0.02245246,8576.0
92237105,92342232,other,0.01669049,8592.0
92342232,92447765,other,0.01358808,8608.0
92447765,92550605,other,0.01450249,8624.0
92550605,92653859,other,0.01296108,8640.0
92653859,92756633,other,0.01509501,8656.0
92756633,92859831,other,0.01523045,8672.0
92859831,92964916,other,0.01752174,8688.0
92964916,93069566,other,0.01613727,8704.0
93069566,93173532,other,0.01415016,8720.0
93173532,93275976,other,0.01296781,8736.0
93275976,93379745,other,0.01090102,8752.0
93379745,93484583,other,0.01261775,8768.0
93484583,93590410,other,0.01340103,8784.0
93590410,93696222,other,0.01496171,8800.0
93696222,93802584,other,0.01374427,8816.0
93802584,93910933,other,0.0721537987218,8832.0
93910933,94011451,other,0.03230715,8848.0
94011451,94114659,other,0.01881218,8864.0
94114659,94217596,other,0.02040744,8880.0
94217596,94318992,other,0.021121,8896.0
94318992,94422280,other,0.01635811,8912.0
94422280,94526384,other,0.01424808,8928.0
94526384,94630570,other,0.01585478,8944.0
94630570,94734449,other,0.01750056,8960.0
94734449,94841001,other,0.01838784,8976.0
94841001,94945322,other,0.01530023,8992.0
94945322,95047029,other,0.02137317,9008.0
95047029,95150971,other,0.01829888,9024.0
95150971,95254523,other,0.01853428,9040.0
95254523,95359597,other,0.01574585,9056.0
95359597,95463547,other,0.01407139,9072.0
95463547,95566913,other,0.01596509,9088.0
95566913,95669642,other,0.01660589,9104.0
95669642,95772952,other,0.01517375,9120.0
95772952,95877824,other,0.01728544,9136.0
95877824,95982466,other,0.0185921,9152.0
95982466,96086323,other,0.01739583,9168.0
96086323,96190152,other,0.01712404,9184.0
96190152,96293703,other,0.01458451,9200.0
96293703,96396972,other,0.0202452,9216.0
96396972,96501238,other,0.01791638,9232.0
96501238,96606637,other,0.02154551,9248.0
96606637,96712109,other,0.02378225,9264.0
96712109,96817578,other,0.02307532,9280.0
96817578,96923581,other,0.01857111,9296.0
96923581,97029900,other,0.01906462,9312.0
97029900,97136645,other,0.01937898,9328.0
97136645,97242141,other,0.02027997,9344.0
97242141,97348205,other,0.01254504,9360.0
97348205,97453899,other,0.01337648,9376.0
97453899,97559688,other,0.01533941,9392.0
97559688,97665271,other,0.01487821,9408.0
97665271,97772408,other,0.00989834,9424.0
97772408,97878596,other,0.00978445,9440.0
97878596,97982858,other,0.00921303,9456.0
97982858,98089028,other,0.01397803,9472.0
98089028,98195512,other,0.01493308,9488.0
98195512,98305749,other,0.01912202,9504.0
98305749,98412978,other,0.01655734,9520.0
98412978,98520208,other,0.01647883,9536.0
98520208,98627815,other,0.02126084,9552.0
98627815,98735292,other,0.01960391,9568.0
98735292,98844638,other,0.02006968,9584.0
98844638,98950538,other,0.02164387,9600.0
98950538,99056988,other,0.01800547,9616.0
99056988,99163454,other,0.01159148,9632.0
99163454,99269308,other,0.01312571,9648.0
99269308,99376282,other,0.01008114,9664.0
99376282,99483612,other,0.0121215,9680.0
99483612,99589390,other,0.01319364,9696.0
99589390,99698669,other,0.00981513999999,9712.0
99698669,99805300,other,0.01110046,9728.0
99805300,99908423,other,0.01997205,9744.0
99908423,100011090,other,0.01296928,9760.0
100011090,100115600,other,0.01327305,9776.0
100115600,100221707,other,0.00813481,9792.0
100221707,100328715,other,0.00880944,9808.0
100328715,100434581,other,0.0051887,9824.0
100434581,100540778,other,0.01768719,9840.0
100540778,100649340,other,0.05441511,9856.0
100649340,100758072,other,0.04632946,9872.0
100758072,100823639,other,0.04134776,9888.0
100823639,100878850,other,0.00441592356,9904.0
100878850,100928385,other,0.0916098730827,9920.0
100928385,101066488,other,0.0707809,9936.0
101066488,101212161,other,0.051394,9952.0
101212161,101354481,other,0.0603691,9968.0
101354481,101486050,other,0.0753835,9984.0
101486050,101580758,other,0.06905905,10000.0
101580758,101836118,other,0.0002304,10016.0
101836118,102091478,other,0.0002304,10032.0
102091478,102346838,other,0.0002304,10048.0
102346838,102602198,other,0.0002304,10064.0
102602198,102857558,other,0.0002304,10080.0
102857558,103112924,other,0.000164000000002,10096.0
103112924,103368284,other,0.0002304,10112.0
103368284,103623644,other,0.0002304,10128.0
103623644,103879004,other,0.0002304,10144.0
103879004,104134364,other,0.0002304,10160.0
104134364,104389724,other,0.0002304,10176.0
104389724,104645084,other,0.0002304,10192.0
104645084,104900444,other,0.0002304,10208.0
104900444,105155804,other,0.0002304,10224.0
105155804,105411164,other,0.0002304,10240.0
105411164,105666530,other,0.000164000000002,10256.0
105666530,105921890,other,0.0002304,10272.0
105921890,106177250,other,0.0002304,10288.0
106177250,106432610,other,0.0002304,10304.0
106432610,106687970,other,0.0002304,10320.0
106687970,106943330,other,0.0002304,10336.0
106943330,107198690,other,0.0002304,10352.0
107198690,107454050,other,0.0002304,10368.0
107454050,107709410,other,0.0002304,10384.0
107709410,107964770,other,0.0002304,10400.0
107964770,108220130,other,0.0002304,10416.0
108220130,108475496,other,0.000164000000002,10432.0
108475496,108730856,other,0.0002304,10448.0
108730856,108986216,other,0.0002304,10464.0
108986216,109241576,other,0.0002304,10480.0
109241576,109496936,other,0.0002304,10496.0
109496936,109752296,other,0.0002304,10512.0
109752296,110007656,other,0.0002304,10528.0
110007656,110263016,other,0.0002304,10544.0
110263016,110518376,other,0.0002304,10560.0
110518376,110773736,other,0.0002304,10576.0
110773736,111029102,other,0.000164000000002,10592.0
111029102,111284462,other,0.0002304,10608.0
111284462,111539822,other,0.0002304,10624.0
111539822,111795182,other,0.0002304,10640.0
111795182,112050542,other,0.0002304,10656.0
112050542,112305902,other,0.0002304,10672.0
112305902,112561262,other,0.0002304,10688.0
112561262,112816622,other,0.0002304,10704.0
112816622,113071982,other,0.0002304,10720.0
113071982,113327342,other,0.0002304,10736.0
113327342,113582702,other,0.0002304,10752.0
113582702,113838068,other,0.000164000000002,10768.0
113838068,114093428,other,0.0002304,10784.0
114093428,114348788,other,0.0002304,10800.0
114348788,114604148,other,0.0002304,10816.0
114604148,114859508,other,0.0002304,10832.0
114859508,115114868,other,0.0002304,10848.0
115114868,115370228,other,0.0002304,10864.0
115370228,115625588,other,0.0002304,10880.0
115625588,115880948,other,0.0002304,10896.0
115880948,116136308,other,0.0002304,10912.0
116136308,116391674,other,0.000164000000002,10928.0
116391674,116647034,other,0.0002304,10944.0
116647034,116884293,other,0.0813836,10960.0
116884293,117139415,other,0.000215299999997,10976.0
117139415,117394775,other,0.0002304,10992.0
117394775,117641570,other,0.064701,11008.0
117641570,117896930,other,0.0002304,11024.0
117896930,118152290,other,0.0002304,11040.0
118152290,118407650,other,0.0002304,11056.0
118407650,118663010,other,0.0002304,11072.0
118663010,118918376,other,0.000164000000002,11088.0
118918376,119173736,other,0.0002304,11104.0
119173736,119429096,other,0.0002304,11120.0
119429096,119684456,other,0.0002304,11136.0
119684456,119939816,other,0.0002304,11152.0
119939816,120195176,other,0.0002304,11168.0
120195176,120450536,other,0.0002304,11184.0
120450536,120705896,other,0.0002304,11200.0
120705896,120961256,other,0.0002304,11216.0
120961256,121216616,other,0.0002304,11232.0
121216616,121471976,other,0.0002304,11248.0
121471976,121727342,other,0.000164000000002,11264.0
121727342,121982702,other,0.0002304,11280.0
121982702,122238062,other,0.0002304,11296.0
122238062,122493422,other,0.0002304,11312.0
122493422,122748782,other,0.0002304,11328.0
122748782,123004142,other,0.0002304,11344.0
123004142,123259502,other,0.0002304,11360.0
123259502,123514862,other,0.0002304,11376.0
123514862,123770222,other,0.0002304,11392.0
123770222,124025582,other,0.0002304,11408.0
124025582,124280948,other,0.000164000000002,11424.0
124280948,124536308,other,0.0002304,11440.0
124536308,124791668,other,0.0002304,11456.0
124791668,125047028,other,0.0002304,11472.0
125047028,125302388,other,0.0002304,11488.0
125302388,125557748,other,0.0002304,11504.0
125557748,125813108,other,0.0002304,11520.0
125813108,126068468,other,0.0002304,11536.0
126068468,126323828,other,0.0002304,11552.0
126323828,126579188,other,0.0002304,11568.0
126579188,126834548,other,0.0002304,11584.0
126834548,127089914,other,0.000164000000002,11600.0
127089914,127345274,other,0.0002304,11616.0
127345274,127600634,other,0.0002304,11632.0
127600634,127855994,other,0.0002304,11648.0
127855994,128111354,other,0.0002304,11664.0
128111354,128366714,other,0.0002304,11680.0
128366714,128622074,other,0.0002304,11696.0
128622074,128877434,other,0.0002304,11712.0
128877434,129132794,other,0.0002304,11728.0
129132794,129388154,other,0.0002304,11744.0
129388154,129643520,other,0.000164000000002,11760.0
129643520,129898880,other,0.0002304,11776.0
129898880,130154240,other,0.0002304,11792.0
130154240,130409600,other,0.0002304,11808.0
130409600,130664960,other,0.0002304,11824.0
130664960,130920320,other,0.0002304,11840.0
130920320,131175680,other,0.0002304,11856.0
131175680,131431040,other,0.0002304,11872.0
131431040,131686400,other,0.0002304,11888.0
131686400,131941760,other,0.0002304,11904.0
131941760,132197126,other,0.000164000000002,11920.0
132197126,132452486,other,0.0002304,11936.0
132452486,132707846,other,0.0002304,11952.0
132707846,132963191,other,0.000249300000001,11968.0
132963191,133218551,other,0.0002304,11984.0
133218551,133470963,other,0.0317457,12000.0
133470963,133726323,other,0.0002304,12016.0
133726323,133981683,other,0.0002304,12032.0
133981683,134237043,other,0.0002304,12048.0
134237043,134492403,other,0.0002304,12064.0
134492403,134747763,other,0.0002304,12080.0
134747763,135003129,other,0.000164000000002,12096.0
135003129,135258489,other,0.0002304,12112.0
135258489,135513849,other,0.0002304,12128.0
135513849,135769209,other,0.0002304,12144.0
135769209,136024569,other,0.0002304,12160.0
136024569,136279929,other,0.0002304,12176.0
136279929,136535289,other,0.0002304,12192.0
136535289,136790649,other,0.0002304,12208.0
136790649,137046009,other,0.0002304,12224.0
137046009,137301369,other,0.0002304,12240.0
137301369,137556735,other,0.000164000000002,12256.0
137556735,137812095,other,0.0002304,12272.0
137812095,138067455,other,0.0002304,12288.0
138067455,138322815,other,0.0002304,12304.0
138322815,138578175,other,0.0002304,12320.0
138578175,138833535,other,0.0002304,12336.0
138833535,139088895,other,0.0002304,12352.0
139088895,139344255,other,0.0002304,12368.0
139344255,139599615,other,0.0002304,12384.0
139599615,139854975,other,0.0002304,12400.0
139854975,140110335,other,0.0002304,12416.0
140110335,140365701,other,0.000164000000002,12432.0
140365701,140621061,other,0.0002304,12448.0
140621061,140876421,other,0.0002304,12464.0
140876421,141131781,other,0.0002304,12480.0
141131781,141387141,other,0.0002304,12496.0
141387141,141642501,other,0.0002304,12512.0
141642501,141897861,other,0.0002304,12528.0
141897861,142153221,other,0.0002304,12544.0
142153221,142408581,other,0.0002304,12560.0
142408581,142663941,other,0.0002304,12576.0
142663941,142919307,other,0.000164000000002,12592.0
142919307,143174667,other,0.0002304,12608.0
143174667,143430027,other,0.0002304,12624.0
143430027,143685387,other,0.0002304,12640.0
143685387,143940747,other,0.0002304,12656.0
143940747,144196107,other,0.0002304,12672.0
144196107,144451467,other,0.0002304,12688.0
144451467,144706827,other,0.0002304,12704.0
144706827,144962187,other,0.0002304,12720.0
144962187,145217547,other,0.0002304,12736.0
145217547,145472913,other,0.000164000000002,12752.0
145472913,145728273,other,0.0002304,12768.0
145728273,145983633,other,0.0002304,12784.0
145983633,146238993,other,0.0002304,12800.0
146238993,146494353,other,0.0002304,12816.0
146494353,146749713,other,0.0002304,12832.0
146749713,147005073,other,0.0002304,12848.0
147005073,147260433,other,0.0002304,12864.0
147260433,147515793,other,0.0002304,12880.0
147515793,147771153,other,0.0002304,12896.0
147771153,148026513,other,0.0002304,12912.0
148026513,148281879,other,0.000164000000002,12928.0
148281879,148537239,other,0.0002304,12944.0
148537239,148764080,other,0.208606644361,12960.0
148764080,148864423,other,0.04007852,12976.0
148864423,148966835,other,0.01111046,12992.0
148966835,149070570,other,0.01802511,13008.0
149070570,149176700,other,0.01001767,13024.0
149176700,149283096,other,0.00984757999999,13040.0
149283096,149388568,other,0.00970633,13056.0
149388568,149490338,other,0.01049221,13072.0
149490338,149595264,other,0.00753781,13088.0
149595264,149699705,other,0.00868041,13104.0
149699705,149804107,other,0.00581296,13120.0
149804107,149907376,other,0.00585441,13136.0
149907376,150008465,other,0.01362949,13152.0
150008465,150111723,other,0.0096712,13168.0
150111723,150217683,other,0.00442293,13184.0
150217683,150321756,other,0.01221186,13200.0
150321756,150427633,other,0.01376594,13216.0
150427633,150535198,other,0.01536157,13232.0
150535198,150642004,other,0.01322037,13248.0
150642004,150747980,other,0.01251193,13264.0
150747980,150851245,other,0.01410815,13280.0
150851245,150954405,other,0.01352006,13296.0
150954405,151057067,other,0.00822729,13312.0
151057067,151162775,other,0.00973735,13328.0
151162775,151267876,other,0.00517599,13344.0
151267876,151373216,other,0.00889911,13360.0
151373216,151480415,other,0.0106076,13376.0
151480415,151585065,other,0.00930523,13392.0
151585065,151692061,other,0.01038105,13408.0
151692061,151798131,other,0.00946356,13424.0
151798131,151901723,other,0.01493693,13440.0
151901723,152006940,other,0.01066364,13456.0
152006940,152113176,other,0.01425746,13472.0
152113176,152218050,other,0.0140889,13488.0
152218050,152324998,other,0.01106418,13504.0
152324998,152430251,other,0.00950867,13520.0
152430251,152534319,other,0.01056719,13536.0
152534319,152639164,other,0.00868883,13552.0
152639164,152743350,other,0.01403047,13568.0
152743350,152847468,other,0.01314032,13584.0
152847468,152950998,other,0.01283805,13600.0
152950998,153055091,other,0.01105695,13616.0
153055091,153161376,other,0.01210536,13632.0
153161376,153264922,other,0.01402826,13648.0
153264922,153369273,other,0.01624032,13664.0
153369273,153474100,other,0.01748438,13680.0
153474100,153579480,other,0.01787531,13696.0
153579480,153685954,other,0.02078535,13712.0
153685954,153791784,other,0.01673834,13728.0
153791784,153897218,other,0.01605991,13744.0
153897218,154000867,other,0.01344556,13760.0
154000867,154105039,other,0.01252177,13776.0
154105039,154207938,other,0.00856837,13792.0
154207938,154311368,other,0.01119457,13808.0
154311368,154415552,other,0.01046017,13824.0
154415552,154520083,other,0.01529172,13840.0
154520083,154624108,other,0.0133596,13856.0
154624108,154727795,other,0.01032628,13872.0
154727795,154829965,other,0.01120182,13888.0
154829965,154934540,other,0.00997024,13904.0
154934540,155040546,other,0.01016657,13920.0
155040546,155145888,other,0.01055495,13936.0
155145888,155250328,other,0.01132649,13952.0
155250328,155357349,other,0.0682722443609,13968.0
155357349,155458789,other,0.02484068,13984.0
155458789,155560545,other,0.02045902,14000.0
155560545,155664170,other,0.01389813,14016.0
155664170,155765652,other,0.01744878,14032.0
155765652,155869182,other,0.01805733,14048.0
155869182,155972791,other,0.01621347,14064.0
155972791,156076996,other,0.01120748,14080.0
156076996,156180763,other,0.01487041,14096.0
156180763,156284787,other,0.01488136,14112.0
156284787,156391130,other,0.01843909,14128.0
156391130,156496381,other,0.01520763,14144.0
156496381,156598911,other,0.02053005,14160.0
156598911,156702087,other,0.01671036,14176.0
156702087,156805161,other,0.01859306,14192.0
156805161,156909897,other,0.01628972,14208.0
156909897,157013872,other,0.01340623,14224.0
157013872,157116652,other,0.01557467,14240.0
157116652,157219840,other,0.01476363,14256.0
157219840,157323046,other,0.01571526,14272.0
157323046,157428533,other,0.01478662,14288.0
157428533,157532413,other,0.0174107,14304.0
157532413,157636145,other,0.01505778,14320.0
157636145,157740493,other,0.0142455,14336.0
157740493,157843397,other,0.01558922,14352.0
157843397,157947473,other,0.01935707,14368.0
157947473,158051041,other,0.01872798,14384.0
158051041,158156295,other,0.01839397,14400.0
158156295,158261968,other,0.02511339,14416.0
158261968,158367283,other,0.01827585,14432.0
158367283,158472682,other,0.01862057,14448.0
158472682,158578832,other,0.0196614,14464.0
158578832,158684606,other,0.0190198,14480.0
158684606,158788787,other,0.01839935,14496.0
158788787,158893790,other,0.01430363,14512.0
158893790,159000158,other,0.01612493,14528.0
159000158,159105793,other,0.01162957,14544.0
159105793,159213618,other,0.0116663,14560.0
159213618,159319790,other,0.0122802,14576.0
159319790,159425513,other,0.00816562,14592.0
159425513,159530762,other,0.00687689,14608.0
159530762,159636566,other,0.01746803,14624.0
159636566,159745184,other,0.01885761,14640.0
159745184,159853004,other,0.01321593,14656.0
159853004,159959934,other,0.01835583,14672.0
159959934,160067438,other,0.0182371,14688.0
160067438,160175394,other,0.01730779,14704.0
160175394,160281708,other,0.0203462,14720.0
160281708,160388893,other,0.01913887,14736.0
160388893,160494702,other,0.01636042,14752.0
160494702,160600236,other,0.01413799,14768.0
160600236,160706723,other,0.0106288,14784.0
160706723,160814276,other,0.01033843,14800.0
160814276,160922129,other,0.01331429,14816.0
160922129,161028596,other,0.01112124,14832.0
161028596,161136195,other,0.00888843,14848.0
161136195,161244905,other,0.00879069,14864.0
161244905,161346716,other,0.02192088,14880.0
161346716,161449520,other,0.01480467,14896.0
161449520,161554956,other,0.01423328,14912.0
161554956,161661244,other,0.01231273,14928.0
161661244,161769002,other,0.00931123,14944.0
161769002,161874419,other,0.01099187,14960.0
161874419,161980766,other,0.01368321,14976.0
161980766,162093482,other,0.0956899,14992.0
162093482,162186912,other,0.03372709,15008.0
162186912,162241575,other,0.00414251356,15024.0
162241575,162300530,other,0.068304142,15040.0
162300530,162369312,other,0.03962900356,15056.0
162369312,162433496,other,0.05431610356,15072.0
162433496,162548943,other,0.0865510330827,15088.0
162548943,162694281,other,0.0542248,15104.0
162694281,162806676,other,0.198949230827,15120.0
162806676,162878142,other,0.03477050356,15136.0
162878142,163045698,other,0.0450787,15152.0
163045698,163301058,other,0.0002304,15168.0
163301058,163556418,other,0.0002304,15184.0
163556418,163811778,other,0.0002304,15200.0
163811778,164067138,other,0.0002304,15216.0
164067138,164322498,other,0.0002304,15232.0
164322498,164577858,other,0.0002304,15248.0
164577858,164833224,other,0.000164000000002,15264.0
164833224,165088584,other,0.0002304,15280.0
165088584,165343944,other,0.0002304,15296.0
165343944,165599304,other,0.0002304,15312.0
165599304,165854664,other,0.0002304,15328.0
165854664,166110024,other,0.0002304,15344.0
166110024,166365384,other,0.0002304,15360.0
166365384,166620744,other,0.0002304,15376.0
166620744,166876104,other,0.0002304,15392.0
166876104,167131464,other,0.0002304,15408.0
167131464,167386830,other,0.000164000000002,15424.0
167386830,167642190,other,0.0002304,15440.0
167642190,167897550,other,0.0002304,15456.0
167897550,168152910,other,0.0002304,15472.0
168152910,168408270,other,0.0002304,15488.0
168408270,168663630,other,0.0002304,15504.0
168663630,168918990,other,0.0002304,15520.0
168918990,169174350,other,0.0002304,15536.0
169174350,169429710,other,0.0002304,15552.0
169429710,169685070,other,0.0002304,15568.0
169685070,169940436,other,0.000164000000002,15584.0
169940436,170195796,other,0.0002304,15600.0
170195796,170451156,other,0.0002304,15616.0
170451156,170706516,other,0.0002304,15632.0
170706516,170961876,other,0.0002304,15648.0
170961876,171217236,other,0.0002304,15664.0
171217236,171472596,other,0.0002304,15680.0
171472596,171727956,other,0.0002304,15696.0
171727956,171983316,other,0.0002304,15712.0
171983316,172238676,other,0.0002304,15728.0
172238676,172494036,other,0.0002304,15744.0
172494036,172749402,other,0.000164000000002,15760.0
172749402,173004762,other,0.0002304,15776.0
173004762,173260122,other,0.0002304,15792.0
173260122,173515482,other,0.0002304,15808.0
173515482,173770842,other,0.0002304,15824.0
173770842,174026202,other,0.0002304,15840.0
174026202,174281562,other,0.0002304,15856.0
174281562,174536922,other,0.0002304,15872.0
174536922,174792282,other,0.0002304,15888.0
174792282,175047642,other,0.0002304,15904.0
175047642,175303008,other,0.000164000000002,15920.0
175303008,175558368,other,0.0002304,15936.0
175558368,175813728,other,0.0002304,15952.0
175813728,176069088,other,0.0002304,15968.0
176069088,176324448,other,0.0002304,15984.0
176324448,176579808,other,0.0002304,16000.0
176579808,176835168,other,0.0002304,16016.0
176835168,177090528,other,0.0002304,16032.0
177090528,177345888,other,0.0002304,16048.0
177345888,177601248,other,0.0002304,16064.0
177601248,177856608,other,0.0002304,16080.0
177856608,178111974,other,0.000164000000002,16096.0
178111974,178367334,other,0.0002304,16112.0
178367334,178606146,other,0.0591815,16128.0
178606146,178851082,other,0.0738627,16144.0
178851082,179105166,other,0.0116985,16160.0
179105166,179360526,other,0.0002304,16176.0
179360526,179615886,other,0.0002304,16192.0
179615886,179871246,other,0.0002304,16208.0
179871246,180126606,other,0.0002304,16224.0
180126606,180381966,other,0.0002304,16240.0
180381966,180637332,other,0.000164000000002,16256.0
180637332,180892692,other,0.0002304,16272.0
180892692,181148052,other,0.0002304,16288.0
181148052,181403412,other,0.0002304,16304.0
181403412,181658772,other,0.0002304,16320.0
181658772,181914132,other,0.0002304,16336.0
181914132,182169492,other,0.0002304,16352.0
182169492,182424852,other,0.0002304,16368.0
182424852,182680212,other,0.0002304,16384.0
182680212,182935572,other,0.0002304,16400.0
182935572,183190938,other,0.000164000000002,16416.0
183190938,183446298,other,0.0002304,16432.0
183446298,183701658,other,0.0002304,16448.0
183701658,183957018,other,0.0002304,16464.0
183957018,184212378,other,0.0002304,16480.0
184212378,184467738,other,0.0002304,16496.0
184467738,184723098,other,0.0002304,16512.0
184723098,184978458,other,0.0002304,16528.0
184978458,185233818,other,0.0002304,16544.0
185233818,185489178,other,0.0002304,16560.0
185489178,185744538,other,0.0002304,16576.0
185744538,185999904,other,0.000164000000002,16592.0
185999904,186255264,other,0.0002304,16608.0
186255264,186510624,other,0.0002304,16624.0
186510624,186765984,other,0.0002304,16640.0
186765984,187021344,other,0.0002304,16656.0
187021344,187276704,other,0.0002304,16672.0
187276704,187532064,other,0.0002304,16688.0
187532064,187787424,other,0.0002304,16704.0
