period_start_ins,period_end_ins,component,power,time
205397926,205503102,dram,0,18816.0
205503102,205609138,dram,0,18832.0
205609138,205715296,dram,0,18848.0
205715296,205822277,dram,0,18864.0
205822277,205929562,dram,0,18880.0
205929562,206035672,dram,0,18896.0
206035672,206142005,dram,0,18912.0
206142005,206246962,dram,0,18928.0
206246962,206351388,dram,0,18944.0
206351388,206457629,dram,0,18960.0
206457629,206562812,dram,0,18976.0
206562812,206668728,dram,0,18992.0
206668728,206773865,dram,0,19008.0
206773865,206880581,dram,0,19024.0
206880581,206982338,dram,0,19040.0
206982338,207085159,dram,0,19056.0
207085159,207187314,dram,0,19072.0
207187314,207290820,dram,0,19088.0
207290820,207396147,dram,0,19104.0
207396147,207503118,dram,0,19120.0
207503118,207610062,dram,0,19136.0
207610062,207718487,dram,0,19152.0
207718487,0,dram,0,19168.0
0,60,l2,0,0.0
60,63,l2,0,16.0
63,63,l2,0,32.0
63,75,l2,0,48.0
75,75,l2,0,64.0
75,78,l2,0,80.0
78,78,l2,0,96.0
78,78,l2,0,112.0
78,19919,l2,0,128.0
19919,51834,l2,0,144.0
51834,88933,l2,0,160.0
88933,129394,l2,0,176.0
129394,174570,l2,0,192.0
174570,223455,l2,0,208.0
223455,274035,l2,0,224.0
274035,326292,l2,0,240.0
326292,380131,l2,0,256.0
380131,436566,l2,0,272.0
436566,492140,l2,0,288.0
492140,548753,l2,0,304.0
548753,608118,l2,0,320.0
608118,666916,l2,0,336.0
666916,725321,l2,0,352.0
725321,783909,l2,0,368.0
783909,841056,l2,0,384.0
841056,899833,l2,0,400.0
899833,957881,l2,0,416.0
957881,976541,l2,0.1255559474,432.0
976541,1036391,l2,0,448.0
1036391,1043297,l2,0,464.0
1043297,1073819,l2,0,480.0
1073819,1141157,l2,0,496.0
1141157,1156043,l2,0,512.0
1156043,1177329,l2,0,528.0
1177329,1221914,l2,0,544.0
1221914,1295935,l2,0,560.0
1295935,1396634,l2,0,576.0
1396634,1492461,l2,0,592.0
1492461,1583609,l2,0,608.0
1583609,1676620,l2,0,624.0
1676620,1764631,l2,0,640.0
1764631,1815369,l2,0,656.0
1815369,1935346,l2,0,672.0
1935346,2063026,l2,0,688.0
2063026,2190706,l2,0,704.0
2190706,2318386,l2,0,720.0
2318386,2446066,l2,0,736.0
2446066,2573746,l2,0,752.0
2573746,2701429,l2,0,768.0
2701429,2829109,l2,0,784.0
2829109,2956789,l2,0,800.0
2956789,3084469,l2,0,816.0
3084469,3212149,l2,0,832.0
3212149,3339829,l2,0,848.0
3339829,3467509,l2,0,864.0
3467509,3595189,l2,0,880.0
3595189,3722869,l2,0,896.0
3722869,3850549,l2,0,912.0
3850549,3978232,l2,0,928.0
3978232,4105912,l2,0,944.0
4105912,4233592,l2,0,960.0
4233592,4361272,l2,0,976.0
4361272,4488952,l2,0,992.0
4488952,4616632,l2,0,1008.0
4616632,4744312,l2,0,1024.0
4744312,4871992,l2,0,1040.0
4871992,4999672,l2,0,1056.0
4999672,5127352,l2,0,1072.0
5127352,5255032,l2,0,1088.0
5255032,5382715,l2,0,1104.0
5382715,5510395,l2,0,1120.0
5510395,5638075,l2,0,1136.0
5638075,5765755,l2,0,1152.0
5765755,5893435,l2,0,1168.0
5893435,6021115,l2,0,1184.0
6021115,6148795,l2,0,1200.0
6148795,6276475,l2,0,1216.0
6276475,6404155,l2,0,1232.0
6404155,6531835,l2,0,1248.0
6531835,6659518,l2,0,1264.0
6659518,6787198,l2,0,1280.0
6787198,6914878,l2,0,1296.0
6914878,7042558,l2,0,1312.0
7042558,7170238,l2,0,1328.0
7170238,7297918,l2,0,1344.0
7297918,7425598,l2,0,1360.0
7425598,7553278,l2,0,1376.0
7553278,7680958,l2,0,1392.0
7680958,7808638,l2,0,1408.0
7808638,7936321,l2,0,1424.0
7936321,8064001,l2,0,1440.0
8064001,8191681,l2,0,1456.0
8191681,8319361,l2,0,1472.0
8319361,8447041,l2,0,1488.0
8447041,8574721,l2,0,1504.0
8574721,8702401,l2,0,1520.0
8702401,8830081,l2,0,1536.0
8830081,8957761,l2,0,1552.0
8957761,9085441,l2,0,1568.0
9085441,9213121,l2,0,1584.0
9213121,9340804,l2,0,1600.0
9340804,9456044,l2,0,1616.0
9456044,9711404,l2,0,1632.0
9711404,9966764,l2,0,1648.0
9966764,10222124,l2,0,1664.0
10222124,10477484,l2,0,1680.0
10477484,10732844,l2,0,1696.0
10732844,10988204,l2,0,1712.0
10988204,11243564,l2,0,1728.0
11243564,11498924,l2,0,1744.0
11498924,11754290,l2,0,1760.0
11754290,12009650,l2,0,1776.0
12009650,12265010,l2,0,1792.0
12265010,12520370,l2,0,1808.0
12520370,12775730,l2,0,1824.0
12775730,13031090,l2,0,1840.0
13031090,13286450,l2,0,1856.0
13286450,13541810,l2,0,1872.0
13541810,13797170,l2,0,1888.0
13797170,14052530,l2,0,1904.0
14052530,14307890,l2,0,1920.0
14307890,14563256,l2,0,1936.0
14563256,14818616,l2,0,1952.0
14818616,15073976,l2,0,1968.0
15073976,15329336,l2,0,1984.0
15329336,15584696,l2,0,2000.0
15584696,15840056,l2,0,2016.0
15840056,16095416,l2,0,2032.0
16095416,16350776,l2,0,2048.0
16350776,16606136,l2,0,2064.0
16606136,16861496,l2,0,2080.0
16861496,17116862,l2,0,2096.0
17116862,17372222,l2,0,2112.0
17372222,17627582,l2,0,2128.0
17627582,17882942,l2,0,2144.0
17882942,18138302,l2,0,2160.0
18138302,18393662,l2,0,2176.0
18393662,18649022,l2,0,2192.0
18649022,18904382,l2,0,2208.0
18904382,19159742,l2,0,2224.0
19159742,19415102,l2,0,2240.0
19415102,19670468,l2,0,2256.0
19670468,19925828,l2,0,2272.0
19925828,20181188,l2,0,2288.0
20181188,20436548,l2,0,2304.0
20436548,20691908,l2,0,2320.0
20691908,20947268,l2,0,2336.0
20947268,21202628,l2,0,2352.0
21202628,21457988,l2,0,2368.0
21457988,21713348,l2,0,2384.0
21713348,21968708,l2,0,2400.0
21968708,22224068,l2,0,2416.0
22224068,22479434,l2,0,2432.0
22479434,22734794,l2,0,2448.0
22734794,22990154,l2,0,2464.0
22990154,23245514,l2,0,2480.0
23245514,23500874,l2,0,2496.0
23500874,23756234,l2,0,2512.0
23756234,24011594,l2,0,2528.0
24011594,24266954,l2,0,2544.0
24266954,24522314,l2,0,2560.0
24522314,24777674,l2,0,2576.0
24777674,25033040,l2,0,2592.0
25033040,25281690,l2,0,2608.0
25281690,25518217,l2,0,2624.0
25518217,25773577,l2,0,2640.0
25773577,26028937,l2,0,2656.0
26028937,26284297,l2,0,2672.0
26284297,26539657,l2,0,2688.0
26539657,26795017,l2,0,2704.0
26795017,27050377,l2,0,2720.0
27050377,27305737,l2,0,2736.0
27305737,27561097,l2,0,2752.0
27561097,27816463,l2,0,2768.0
27816463,28071823,l2,0,2784.0
28071823,28327183,l2,0,2800.0
28327183,28582543,l2,0,2816.0
28582543,28837903,l2,0,2832.0
28837903,29093263,l2,0,2848.0
29093263,29348623,l2,0,2864.0
29348623,29603983,l2,0,2880.0
29603983,29859343,l2,0,2896.0
29859343,30114703,l2,0,2912.0
30114703,30370069,l2,0,2928.0
30370069,30625429,l2,0,2944.0
30625429,30880789,l2,0,2960.0
30880789,31136149,l2,0,2976.0
31136149,31391509,l2,0,2992.0
31391509,31646869,l2,0,3008.0
31646869,31902229,l2,0,3024.0
31902229,32157589,l2,0,3040.0
32157589,32412949,l2,0,3056.0
32412949,32668309,l2,0,3072.0
32668309,32923675,l2,0,3088.0
32923675,33179035,l2,0,3104.0
33179035,33434395,l2,0,3120.0
33434395,33689755,l2,0,3136.0
33689755,33945115,l2,0,3152.0
33945115,34200475,l2,0,3168.0
34200475,34455835,l2,0,3184.0
34455835,34711195,l2,0,3200.0
34711195,34966555,l2,0,3216.0
34966555,35221915,l2,0,3232.0
35221915,35477275,l2,0,3248.0
35477275,35732641,l2,0,3264.0
35732641,35988001,l2,0,3280.0
35988001,36243361,l2,0,3296.0
36243361,36498721,l2,0,3312.0
36498721,36754081,l2,0,3328.0
36754081,37009441,l2,0,3344.0
37009441,37264801,l2,0,3360.0
37264801,37520161,l2,0,3376.0
37520161,37775521,l2,0,3392.0
37775521,38030881,l2,0,3408.0
38030881,38286247,l2,0,3424.0
38286247,38541607,l2,0,3440.0
38541607,38796967,l2,0,3456.0
38796967,39052327,l2,0,3472.0
39052327,39307687,l2,0,3488.0
39307687,39563047,l2,0,3504.0
39563047,39818407,l2,0,3520.0
39818407,40073767,l2,0,3536.0
40073767,40329127,l2,0,3552.0
40329127,40584487,l2,0,3568.0
40584487,40839847,l2,0,3584.0
40839847,41095213,l2,0,3600.0
41095213,41345520,l2,0,3616.0
41345520,41600880,l2,0,3632.0
41600880,41856240,l2,0,3648.0
41856240,42111600,l2,0,3664.0
42111600,42366960,l2,0,3680.0
42366960,42622320,l2,0,3696.0
42622320,42877680,l2,0,3712.0
42877680,43133040,l2,0,3728.0
43133040,43388400,l2,0,3744.0
43388400,43643766,l2,0,3760.0
43643766,43899126,l2,0,3776.0
43899126,44154486,l2,0,3792.0
44154486,44409846,l2,0,3808.0
44409846,44665206,l2,0,3824.0
44665206,44920566,l2,0,3840.0
44920566,45175926,l2,0,3856.0
45175926,45431286,l2,0,3872.0
45431286,45686646,l2,0,3888.0
45686646,45942006,l2,0,3904.0
45942006,46197372,l2,0,3920.0
46197372,46452732,l2,0,3936.0
46452732,46708092,l2,0,3952.0
46708092,46963452,l2,0,3968.0
46963452,47218812,l2,0,3984.0
47218812,47474172,l2,0,4000.0
47474172,47729532,l2,0,4016.0
47729532,47984892,l2,0,4032.0
47984892,48240252,l2,0,4048.0
48240252,48495612,l2,0,4064.0
48495612,48750972,l2,0,4080.0
48750972,49006338,l2,0,4096.0
49006338,49261698,l2,0,4112.0
49261698,49517058,l2,0,4128.0
49517058,49772418,l2,0,4144.0
49772418,50027778,l2,0,4160.0
50027778,50283138,l2,0,4176.0
50283138,50538498,l2,0,4192.0
50538498,50793858,l2,0,4208.0
50793858,51049218,l2,0,4224.0
51049218,51304578,l2,0,4240.0
51304578,51559944,l2,0,4256.0
51559944,51815304,l2,0,4272.0
51815304,52070664,l2,0,4288.0
52070664,52326024,l2,0,4304.0
52326024,52581384,l2,0,4320.0
52581384,52836744,l2,0,4336.0
52836744,53092104,l2,0,4352.0
53092104,53347464,l2,0,4368.0
53347464,53602824,l2,0,4384.0
53602824,53858184,l2,0,4400.0
53858184,54113544,l2,0,4416.0
54113544,54368910,l2,0,4432.0
54368910,54624270,l2,0,4448.0
54624270,54879630,l2,0,4464.0
54879630,55134990,l2,0,4480.0
55134990,55390350,l2,0,4496.0
55390350,55645710,l2,0,4512.0
55645710,55901070,l2,0,4528.0
55901070,56156430,l2,0,4544.0
56156430,56411790,l2,0,4560.0
56411790,56667150,l2,0,4576.0
56667150,56922516,l2,0,4592.0
56922516,57173158,l2,0,4608.0
57173158,57252567,l2,0,4624.0
57252567,57355247,l2,0,4640.0
57355247,57460545,l2,0,4656.0
57460545,57566448,l2,0,4672.0
57566448,57672325,l2,0,4688.0
57672325,57779395,l2,0,4704.0
57779395,57882105,l2,0,4720.0
57882105,57984305,l2,0,4736.0
57984305,58088690,l2,0,4752.0
58088690,58191298,l2,0,4768.0
58191298,58293182,l2,0,4784.0
58293182,58395107,l2,0,4800.0
58395107,58495590,l2,0,4816.0
58495590,58598340,l2,0,4832.0
58598340,58705401,l2,0,4848.0
58705401,58808690,l2,0,4864.0
58808690,58915572,l2,0,4880.0
58915572,59021966,l2,0,4896.0
59021966,59129844,l2,0,4912.0
59129844,59236536,l2,0,4928.0
59236536,59338731,l2,0,4944.0
59338731,59442268,l2,0,4960.0
59442268,59546154,l2,0,4976.0
59546154,59652358,l2,0,4992.0
59652358,59756207,l2,0,5008.0
59756207,59863864,l2,0,5024.0
59863864,59970661,l2,0,5040.0
59970661,60076583,l2,0,5056.0
60076583,60182587,l2,0,5072.0
60182587,60286919,l2,0,5088.0
60286919,60390477,l2,0,5104.0
60390477,60497107,l2,0,5120.0
60497107,60604292,l2,0,5136.0
60604292,60710553,l2,0,5152.0
60710553,60819285,l2,0,5168.0
60819285,60923385,l2,0,5184.0
60923385,61028965,l2,0,5200.0
61028965,61133294,l2,0,5216.0
61133294,61236415,l2,0,5232.0
61236415,61339457,l2,0,5248.0
61339457,61443697,l2,0,5264.0
61443697,61547564,l2,0,5280.0
61547564,61653571,l2,0,5296.0
61653571,61759171,l2,0,5312.0
61759171,61866933,l2,0,5328.0
61866933,61975087,l2,0,5344.0
61975087,62080688,l2,0,5360.0
62080688,62187428,l2,0,5376.0
62187428,62292465,l2,0,5392.0
62292465,62395348,l2,0,5408.0
62395348,62497922,l2,0,5424.0
62497922,62601710,l2,0,5440.0
62601710,62704813,l2,0,5456.0
62704813,62807694,l2,0,5472.0
62807694,62911464,l2,0,5488.0
62911464,63013611,l2,0,5504.0
63013611,63116207,l2,0,5520.0
63116207,63221616,l2,0,5536.0
63221616,63326949,l2,0,5552.0
63326949,63437585,l2,0,5568.0
63437585,63543312,l2,0,5584.0
63543312,63647659,l2,0,5600.0
63647659,63751949,l2,0,5616.0
63751949,63853694,l2,0,5632.0
63853694,63956297,l2,0,5648.0
63956297,64060040,l2,0,5664.0
64060040,64162210,l2,0,5680.0
64162210,64266853,l2,0,5696.0
64266853,64372479,l2,0,5712.0
64372479,64478268,l2,0,5728.0
64478268,64582141,l2,0,5744.0
64582141,64683627,l2,0,5760.0
64683627,64789850,l2,0,5776.0
64789850,64896530,l2,0,5792.0
64896530,65003299,l2,0,5808.0
65003299,65106831,l2,0,5824.0
65106831,65211335,l2,0,5840.0
65211335,65315399,l2,0,5856.0
65315399,65420337,l2,0,5872.0
65420337,65526600,l2,0,5888.0
65526600,65630659,l2,0,5904.0
65630659,65734269,l2,0,5920.0
65734269,65837417,l2,0,5936.0
65837417,65940643,l2,0,5952.0
65940643,66044416,l2,0,5968.0
66044416,66150186,l2,0,5984.0
66150186,66256763,l2,0,6000.0
66256763,66363485,l2,0,6016.0
66363485,66469248,l2,0,6032.0
66469248,66575857,l2,0,6048.0
66575857,66682702,l2,0,6064.0
66682702,66788397,l2,0,6080.0
66788397,66893020,l2,0,6096.0
66893020,66998702,l2,0,6112.0
66998702,67103644,l2,0,6128.0
67103644,67208124,l2,0,6144.0
67208124,67312746,l2,0,6160.0
67312746,67417346,l2,0,6176.0
67417346,67521514,l2,0,6192.0
67521514,67626466,l2,0,6208.0
67626466,67731593,l2,0,6224.0
67731593,67838670,l2,0,6240.0
67838670,67945755,l2,0,6256.0
67945755,68052769,l2,0,6272.0
68052769,68159786,l2,0,6288.0
68159786,68267657,l2,0,6304.0
68267657,68374050,l2,0,6320.0
68374050,68482259,l2,0,6336.0
68482259,68590309,l2,0,6352.0
68590309,68696385,l2,0,6368.0
68696385,68802650,l2,0,6384.0
68802650,68909574,l2,0,6400.0
68909574,69016728,l2,0,6416.0
69016728,69122696,l2,0,6432.0
69122696,69229281,l2,0,6448.0
69229281,69336055,l2,0,6464.0
69336055,69440403,l2,0,6480.0
69440403,69542996,l2,0,6496.0
69542996,69646652,l2,0,6512.0
69646652,69753024,l2,0,6528.0
69753024,69860324,l2,0,6544.0
69860324,69969077,l2,0,6560.0
69969077,70078346,l2,0,6576.0
70078346,70183854,l2,0,6592.0
70183854,70292006,l2,0,6608.0
70292006,70355339,l2,0,6624.0
70355339,70407736,l2,0,6640.0
70407736,70459269,l2,0,6656.0
70459269,70511002,l2,0,6672.0
70511002,70563307,l2,0,6688.0
70563307,70615023,l2,0,6704.0
70615023,70667194,l2,0,6720.0
70667194,70718512,l2,0,6736.0
70718512,70775607,l2,0,6752.0
70775607,70912891,l2,0,6768.0
70912891,71044809,l2,0,6784.0
71044809,71181388,l2,0,6800.0
71181388,71326004,l2,0,6816.0
71326004,71452793,l2,0,6832.0
71452793,71708153,l2,0,6848.0
71708153,71963513,l2,0,6864.0
71963513,72218873,l2,0,6880.0
72218873,72474233,l2,0,6896.0
72474233,72729593,l2,0,6912.0
72729593,72984959,l2,0,6928.0
72984959,73240319,l2,0,6944.0
73240319,73495679,l2,0,6960.0
73495679,73751039,l2,0,6976.0
73751039,74006399,l2,0,6992.0
74006399,74261759,l2,0,7008.0
74261759,74517119,l2,0,7024.0
74517119,74772479,l2,0,7040.0
74772479,75027839,l2,0,7056.0
75027839,75283199,l2,0,7072.0
75283199,75538565,l2,0,7088.0
75538565,75793925,l2,0,7104.0
75793925,76049285,l2,0,7120.0
76049285,76304645,l2,0,7136.0
76304645,76560005,l2,0,7152.0
76560005,76815365,l2,0,7168.0
76815365,77070725,l2,0,7184.0
77070725,77326085,l2,0,7200.0
77326085,77581445,l2,0,7216.0
77581445,77836805,l2,0,7232.0
77836805,78092165,l2,0,7248.0
78092165,78347531,l2,0,7264.0
78347531,78602891,l2,0,7280.0
78602891,78858251,l2,0,7296.0
78858251,79113611,l2,0,7312.0
79113611,79368971,l2,0,7328.0
79368971,79624331,l2,0,7344.0
79624331,79879691,l2,0,7360.0
79879691,80135051,l2,0,7376.0
80135051,80390411,l2,0,7392.0
80390411,80645771,l2,0,7408.0
80645771,80901137,l2,0,7424.0
80901137,81156497,l2,0,7440.0
81156497,81411857,l2,0,7456.0
81411857,81667217,l2,0,7472.0
81667217,81922577,l2,0,7488.0
81922577,82177937,l2,0,7504.0
82177937,82433297,l2,0,7520.0
82433297,82688657,l2,0,7536.0
82688657,82944017,l2,0,7552.0
82944017,83199377,l2,0,7568.0
83199377,83454740,l2,0,7584.0
83454740,83710103,l2,0,7600.0
83710103,83965463,l2,0,7616.0
83965463,84220823,l2,0,7632.0
84220823,84476183,l2,0,7648.0
84476183,84731543,l2,0,7664.0
84731543,84986903,l2,0,7680.0
84986903,85242263,l2,0,7696.0
85242263,85497623,l2,0,7712.0
85497623,85752983,l2,0,7728.0
85752983,86008343,l2,0,7744.0
86008343,86263709,l2,0,7760.0
86263709,86519069,l2,0,7776.0
86519069,86774429,l2,0,7792.0
86774429,87029789,l2,0,7808.0
87029789,87285149,l2,0,7824.0
87285149,87416646,l2,0,7840.0
87416646,87519545,l2,0,7856.0
87519545,87624355,l2,0,7872.0
87624355,87730550,l2,0,7888.0
87730550,87835113,l2,0,7904.0
87835113,87940338,l2,0,7920.0
87940338,88043932,l2,0,7936.0
88043932,88146469,l2,0,7952.0
88146469,88251721,l2,0,7968.0
88251721,88355622,l2,0,7984.0
88355622,88456770,l2,0,8000.0
88456770,88559521,l2,0,8016.0
88559521,88664444,l2,0,8032.0
88664444,88768348,l2,0,8048.0
88768348,88871750,l2,0,8064.0
88871750,88976753,l2,0,8080.0
88976753,89084818,l2,0,8096.0
89084818,89192330,l2,0,8112.0
89192330,89297822,l2,0,8128.0
89297822,89402030,l2,0,8144.0
89402030,89504467,l2,0,8160.0
89504467,89609691,l2,0,8176.0
89609691,89713096,l2,0,8192.0
89713096,89818634,l2,0,8208.0
89818634,89923174,l2,0,8224.0
89923174,90029202,l2,0,8240.0
90029202,90135902,l2,0,8256.0
90135902,90242662,l2,0,8272.0
90242662,90348410,l2,0,8288.0
90348410,90454155,l2,0,8304.0
90454155,90557804,l2,0,8320.0
90557804,90662739,l2,0,8336.0
90662739,90768886,l2,0,8352.0
90768886,90873043,l2,0,8368.0
90873043,90979994,l2,0,8384.0
90979994,91084601,l2,0,8400.0
91084601,91188308,l2,0,8416.0
91188308,91292619,l2,0,8432.0
91292619,91398377,l2,0,8448.0
91398377,91501699,l2,0,8464.0
91501699,91605647,l2,0,8480.0
91605647,91708470,l2,0,8496.0
91708470,91812363,l2,0,8512.0
91812363,91917411,l2,0,8528.0
91917411,92023881,l2,0,8544.0
92023881,92130975,l2,0,8560.0
92130975,92237105,l2,0,8576.0
92237105,92342232,l2,0,8592.0
92342232,92447765,l2,0,8608.0
92447765,92550605,l2,0,8624.0
92550605,92653859,l2,0,8640.0
92653859,92756633,l2,0,8656.0
92756633,92859831,l2,0,8672.0
92859831,92964916,l2,0,8688.0
92964916,93069566,l2,0,8704.0
93069566,93173532,l2,0,8720.0
93173532,93275976,l2,0,8736.0
93275976,93379745,l2,0,8752.0
93379745,93484583,l2,0,8768.0
93484583,93590410,l2,0,8784.0
93590410,93696222,l2,0,8800.0
93696222,93802584,l2,0,8816.0
93802584,93910933,l2,0,8832.0
93910933,94011451,l2,0,8848.0
94011451,94114659,l2,0,8864.0
94114659,94217596,l2,0,8880.0
94217596,94318992,l2,0,8896.0
94318992,94422280,l2,0,8912.0
94422280,94526384,l2,0,8928.0
94526384,94630570,l2,0,8944.0
94630570,94734449,l2,0,8960.0
94734449,94841001,l2,0,8976.0
94841001,94945322,l2,0,8992.0
94945322,95047029,l2,0,9008.0
95047029,95150971,l2,0,9024.0
95150971,95254523,l2,0,9040.0
95254523,95359597,l2,0,9056.0
95359597,95463547,l2,0,9072.0
95463547,95566913,l2,0,9088.0
95566913,95669642,l2,0,9104.0
95669642,95772952,l2,0,9120.0
95772952,95877824,l2,0,9136.0
95877824,95982466,l2,0,9152.0
95982466,96086323,l2,0,9168.0
96086323,96190152,l2,0,9184.0
96190152,96293703,l2,0,9200.0
96293703,96396972,l2,0,9216.0
96396972,96501238,l2,0,9232.0
96501238,96606637,l2,0,9248.0
96606637,96712109,l2,0,9264.0
96712109,96817578,l2,0,9280.0
96817578,96923581,l2,0,9296.0
96923581,97029900,l2,0,9312.0
97029900,97136645,l2,0,9328.0
97136645,97242141,l2,0,9344.0
97242141,97348205,l2,0,9360.0
97348205,97453899,l2,0,9376.0
97453899,97559688,l2,0,9392.0
97559688,97665271,l2,0,9408.0
97665271,97772408,l2,0,9424.0
97772408,97878596,l2,0,9440.0
97878596,97982858,l2,0,9456.0
97982858,98089028,l2,0,9472.0
98089028,98195512,l2,0,9488.0
98195512,98305749,l2,0,9504.0
98305749,98412978,l2,0,9520.0
98412978,98520208,l2,0,9536.0
98520208,98627815,l2,0,9552.0
98627815,98735292,l2,0,9568.0
98735292,98844638,l2,0,9584.0
98844638,98950538,l2,0,9600.0
98950538,99056988,l2,0,9616.0
99056988,99163454,l2,0,9632.0
99163454,99269308,l2,0,9648.0
99269308,99376282,l2,0,9664.0
99376282,99483612,l2,0,9680.0
99483612,99589390,l2,0,9696.0
99589390,99698669,l2,0,9712.0
99698669,99805300,l2,0,9728.0
99805300,99908423,l2,0,9744.0
99908423,100011090,l2,0,9760.0
100011090,100115600,l2,0,9776.0
100115600,100221707,l2,0,9792.0
100221707,100328715,l2,0,9808.0
100328715,100434581,l2,0,9824.0
100434581,100540778,l2,0,9840.0
100540778,100649340,l2,0,9856.0
100649340,100758072,l2,0,9872.0
100758072,100823639,l2,0,9888.0
100823639,100878850,l2,0,9904.0
100878850,100928385,l2,0,9920.0
100928385,101066488,l2,0,9936.0
101066488,101212161,l2,0,9952.0
101212161,101354481,l2,0,9968.0
101354481,101486050,l2,0,9984.0
101486050,101580758,l2,0,10000.0
101580758,101836118,l2,0,10016.0
101836118,102091478,l2,0,10032.0
102091478,102346838,l2,0,10048.0
102346838,102602198,l2,0,10064.0
102602198,102857558,l2,0,10080.0
102857558,103112924,l2,0,10096.0
103112924,103368284,l2,0,10112.0
103368284,103623644,l2,0,10128.0
103623644,103879004,l2,0,10144.0
103879004,104134364,l2,0,10160.0
104134364,104389724,l2,0,10176.0
104389724,104645084,l2,0,10192.0
104645084,104900444,l2,0,10208.0
104900444,105155804,l2,0,10224.0
105155804,105411164,l2,0,10240.0
105411164,105666530,l2,0,10256.0
105666530,105921890,l2,0,10272.0
105921890,106177250,l2,0,10288.0
106177250,106432610,l2,0,10304.0
106432610,106687970,l2,0,10320.0
106687970,106943330,l2,0,10336.0
106943330,107198690,l2,0,10352.0
107198690,107454050,l2,0,10368.0
107454050,107709410,l2,0,10384.0
107709410,107964770,l2,0,10400.0
107964770,108220130,l2,0,10416.0
108220130,108475496,l2,0,10432.0
108475496,108730856,l2,0,10448.0
108730856,108986216,l2,0,10464.0
108986216,109241576,l2,0,10480.0
109241576,109496936,l2,0,10496.0
109496936,109752296,l2,0,10512.0
109752296,110007656,l2,0,10528.0
110007656,110263016,l2,0,10544.0
110263016,110518376,l2,0,10560.0
110518376,110773736,l2,0,10576.0
110773736,111029102,l2,0,10592.0
111029102,111284462,l2,0,10608.0
111284462,111539822,l2,0,10624.0
111539822,111795182,l2,0,10640.0
111795182,112050542,l2,0,10656.0
112050542,112305902,l2,0,10672.0
112305902,112561262,l2,0,10688.0
112561262,112816622,l2,0,10704.0
112816622,113071982,l2,0,10720.0
113071982,113327342,l2,0,10736.0
113327342,113582702,l2,0,10752.0
113582702,113838068,l2,0,10768.0
113838068,114093428,l2,0,10784.0
114093428,114348788,l2,0,10800.0
114348788,114604148,l2,0,10816.0
114604148,114859508,l2,0,10832.0
114859508,115114868,l2,0,10848.0
115114868,115370228,l2,0,10864.0
115370228,115625588,l2,0,10880.0
115625588,115880948,l2,0,10896.0
115880948,116136308,l2,0,10912.0
116136308,116391674,l2,0,10928.0
116391674,116647034,l2,0,10944.0
116647034,116884293,l2,0,10960.0
116884293,117139415,l2,0,10976.0
117139415,117394775,l2,0,10992.0
117394775,117641570,l2,0,11008.0
117641570,117896930,l2,0,11024.0
117896930,118152290,l2,0,11040.0
118152290,118407650,l2,0,11056.0
118407650,118663010,l2,0,11072.0
118663010,118918376,l2,0,11088.0
118918376,119173736,l2,0,11104.0
119173736,119429096,l2,0,11120.0
119429096,119684456,l2,0,11136.0
119684456,119939816,l2,0,11152.0
119939816,120195176,l2,0,11168.0
120195176,120450536,l2,0,11184.0
120450536,120705896,l2,0,11200.0
120705896,120961256,l2,0,11216.0
120961256,121216616,l2,0,11232.0
121216616,121471976,l2,0,11248.0
121471976,121727342,l2,0,11264.0
121727342,121982702,l2,0,11280.0
121982702,122238062,l2,0,11296.0
122238062,122493422,l2,0,11312.0
122493422,122748782,l2,0,11328.0
122748782,123004142,l2,0,11344.0
123004142,123259502,l2,0,11360.0
123259502,123514862,l2,0,11376.0
123514862,123770222,l2,0,11392.0
123770222,124025582,l2,0,11408.0
124025582,124280948,l2,0,11424.0
124280948,124536308,l2,0,11440.0
124536308,124791668,l2,0,11456.0
124791668,125047028,l2,0,11472.0
125047028,125302388,l2,0,11488.0
125302388,125557748,l2,0,11504.0
125557748,125813108,l2,0,11520.0
125813108,126068468,l2,0,11536.0
126068468,126323828,l2,0,11552.0
126323828,126579188,l2,0,11568.0
126579188,126834548,l2,0,11584.0
126834548,127089914,l2,0,11600.0
127089914,127345274,l2,0,11616.0
127345274,127600634,l2,0,11632.0
127600634,127855994,l2,0,11648.0
127855994,128111354,l2,0,11664.0
128111354,128366714,l2,0,11680.0
128366714,128622074,l2,0,11696.0
128622074,128877434,l2,0,11712.0
128877434,129132794,l2,0,11728.0
129132794,129388154,l2,0,11744.0
129388154,129643520,l2,0,11760.0
129643520,129898880,l2,0,11776.0
129898880,130154240,l2,0,11792.0
130154240,130409600,l2,0,11808.0
130409600,130664960,l2,0,11824.0
130664960,130920320,l2,0,11840.0
130920320,131175680,l2,0,11856.0
131175680,131431040,l2,0,11872.0
131431040,131686400,l2,0,11888.0
131686400,131941760,l2,0,11904.0
131941760,132197126,l2,0,11920.0
132197126,132452486,l2,0,11936.0
132452486,132707846,l2,0,11952.0
132707846,132963191,l2,0,11968.0
132963191,133218551,l2,0,11984.0
133218551,133470963,l2,0,12000.0
133470963,133726323,l2,0,12016.0
133726323,133981683,l2,0,12032.0
133981683,134237043,l2,0,12048.0
134237043,134492403,l2,0,12064.0
134492403,134747763,l2,0,12080.0
134747763,135003129,l2,0,12096.0
135003129,135258489,l2,0,12112.0
135258489,135513849,l2,0,12128.0
135513849,135769209,l2,0,12144.0
135769209,136024569,l2,0,12160.0
