directory,branch_misprediction_1,l2_cache_miss_1,l3_cache_miss_1,time_ns_1,cycles_1,instructions_1,branch_misprediction_2,l2_cache_miss_2,l3_cache_miss_2,time_ns_2,cycles_2,instructions_2
/root/snipersim_framework/cholesky_config_l2_512_l3MB_8192_prefetch_simple_branch_2048,50785,101930,50663,20578400,54738544,149429220,8507,30374,8505,20578400,54738544,82736470
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_12288_prefetch_ghb_branch_4096,50783,85189,50672,20540300,54637198,149508459,8490,28032,8500,20540300,54637198,82750486
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_none_branch_4096,50856,85284,50672,20538300,54631878,149504128,8505,27879,8499,20538300,54631878,82756572
/root/snipersim_framework/cholesky_config_l2_512_l3MB_12288_prefetch_ghb_branch_512,50796,101988,50667,20576200,54732692,149420986,8499,30457,8497,20576200,54732692,82735409
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_none_branch_1024,50825,102093,50674,20575400,54730564,149422047,8492,30337,8497,20575400,54730564,82737341
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_4096_prefetch_ghb_branch_4096,50821,84918,50664,20536500,54627090,149511135,8507,27964,8501,20536500,54627090,82752277
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_ghb_branch_2048,50792,128199,50654,20686100,55025026,149325118,8503,33392,8510,20686100,55025026,82697455
/root/snipersim_framework/cholesky_config_l2_256_l3MB_12288_prefetch_ghb_branch_1024,50789,128265,50664,20686000,55024760,149312739,8502,33426,8501,20686000,55024760,82696367
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_simple_branch_2048,50786,84789,50662,20538500,54632410,149511018,8374,27882,8507,20538500,54632410,82758431
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_simple_branch_2048,50825,84757,50665,20535700,54624962,149508262,8491,27829,8498,20535700,54624962,82759478
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_ghb_branch_2048,50790,85145,50684,20539900,54636134,149508507,8514,27888,8490,20539900,54636134,82756349
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_ghb_branch_1024,50804,84970,50663,20538800,54633208,149500156,8508,27960,8505,20538800,54633208,82757632
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_none_branch_512,50852,128573,50692,20694100,55046306,149324227,8517,33386,8488,20694100,55046306,82700534
/root/snipersim_framework/cholesky_config_l2_512_l3MB_4096_prefetch_simple_branch_512,50823,102032,50658,20580000,54742800,149425497,8511,30479,8512,20580000,54742800,82735372
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_12288_prefetch_ghb_branch_512,50796,85031,50669,20538700,54632942,149510937,8500,27904,8495,20538700,54632942,82757423
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_ghb_branch_4096,50740,128353,50664,20687500,55028750,149326761,8476,33547,8506,20687500,55028750,82696361
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_4096_prefetch_simple_branch_512,50786,85011,50666,20540000,54636400,149502532,8513,28067,8503,20540000,54636400,82747369
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_12288_prefetch_none_branch_2048,50772,84840,50666,20536500,54627090,149509134,8497,28023,8503,20536500,54627090,82751274
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_8192_prefetch_none_branch_1024,50837,84923,50663,20540500,54637730,149515473,8506,27862,8504,20540500,54637730,82758496
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_none_branch_2048,50786,128628,50668,20690100,55035666,149324947,8509,33511,8501,20690100,55035666,82694262
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_simple_branch_1024,50778,128105,50652,20690900,55037794,149316867,8510,33444,8514,20690900,55037794,82700380
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_simple_branch_512,50749,84979,50665,20537700,54630282,149511073,8479,27939,8505,20537700,54630282,82754462
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_none_branch_1024,50794,128161,50668,20686200,55025292,149320787,8497,33367,8501,20686200,55025292,82698386
/root/snipersim_framework/cholesky_config_l2_256_l3MB_12288_prefetch_none_branch_2048,50784,128297,50669,20687200,55027952,149318842,8491,33302,8501,20687200,55027952,82699367
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_ghb_branch_2048,50796,84875,50667,20537800,54630548,149515481,8503,27955,8498,20537800,54630548,82752354
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_simple_branch_512,50769,128274,50669,20686600,55026356,149328955,8502,33355,8503,20686600,55026356,82697247
/root/snipersim_framework/cholesky_config_l2_512_l3MB_4096_prefetch_simple_branch_2048,50799,102006,50677,20577100,54735086,149422413,8494,30426,8495,20577100,54735086,82734320
/root/snipersim_framework/cholesky_config_l2_512_l3MB_4096_prefetch_none_branch_4096,50824,101775,50679,20575200,54730032,149425967,8500,30396,8488,20575200,54730032,82738414
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_4096_prefetch_none_branch_1024,50782,85169,50673,20541500,54640390,149506282,8508,27997,8495,20541500,54640390,82750447
/root/snipersim_framework/cholesky_config_l2_512_l3MB_4096_prefetch_none_branch_2048,50780,101788,50652,20580100,54743066,149422033,8497,30393,8514,20580100,54743066,82735356
/root/snipersim_framework/cholesky_config_l2_256_l3MB_4096_prefetch_ghb_branch_512,50801,128495,50667,20689300,55033538,149315820,8447,33373,8501,20689300,55033538,82693367
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_ghb_branch_512,50795,84936,50664,20539100,54634006,149512072,8505,27956,8503,20539100,54634006,82755425
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_ghb_branch_512,50787,128431,50671,20686400,55025824,149310938,8492,33364,8495,20686400,55025824,82695222
/root/snipersim_framework/cholesky_config_l2_256_l3MB_8192_prefetch_none_branch_2048,50818,128725,50660,20689700,55034602,149321999,8506,33500,8506,20689700,55034602,82697320
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_ghb_branch_2048,50803,102184,50651,20577300,54735618,149427181,8501,30331,8510,20577300,54735618,82734467
/root/snipersim_framework/cholesky_config_l2_1024_l3MB_16384_prefetch_ghb_branch_4096,50798,84914,50686,20539300,54634538,149515509,8510,27971,8483,20539300,54634538,82757351
/root/snipersim_framework/cholesky_config_l2_512_l3MB_16384_prefetch_ghb_branch_1024,50807,102301,50672,20577500,54736150,149424406,8495,30443,8497,20577500,54736150,82735311
/root/snipersim_framework/cholesky_config_l2_256_l3MB_16384_prefetch_none_branch_2048,50781,128258,50663,20689800,55034868,149335144,8497,33577,8507,20689800,55034868,82693367
