directory,branch_misprediction_1,l2_cache_miss_1,l3_cache_miss_1,time_ns_1,cycles_1,instructions_1,branch_misprediction_2,l2_cache_miss_2,l3_cache_miss_2,time_ns_2,cycles_2,instructions_2
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_simple_branch_4096,653,1672,1358,241100,641326,274769,505,1192,460,241100,641326,174276
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_simple_branch_1024,651,1672,1354,244600,650636,274527,509,1200,463,244600,650636,174480
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_simple_branch_4096,655,1670,1351,239500,637070,272295,512,1220,477,239500,637070,176693
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_none_branch_512,653,1646,1368,247400,658084,273306,511,1195,443,247400,658084,174304
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_none_branch_2048,636,1633,1335,239700,637602,272374,508,1185,464,239700,637602,174177
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_none_branch_1024,652,1677,1346,237600,632016,273292,511,1203,470,237600,632016,175379
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_none_branch_2048,655,1684,1383,238100,633346,272934,493,1162,424,238100,633346,173698
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_simple_branch_1024,652,1665,1369,240000,638400,274680,508,1214,456,240000,638400,174392
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_ghb_branch_2048,654,1661,1331,239200,636272,272630,510,1208,496,239200,636272,176252
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_ghb_branch_4096,638,1641,1329,243100,646646,272206,503,1179,470,243100,646646,174321
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_none_branch_512,638,1644,1330,245800,653828,272100,504,1173,472,245800,653828,174246
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_none_branch_2048,669,1694,1335,246400,655424,273979,513,1201,485,246400,655424,175268
/root/snipersim_framework/fft_config_baseline_l2_256_l3_4096_prefetcher_none_branch_512,990,1791,1787,249000,662340,444547,,,,,,
