Directory,cache,core,core-alu,core-core,core-fp,core-ifetch,core-int,core-mem,core-other,dcache,dram,icache,l2,l3,other,total
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_none_branch_512,7.15,8.2,0.62,2.01,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.24
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_none_branch_2048,7.13,8.14,0.61,1.97,1.59,0.8,0.67,0.53,1.95,1.35,4.86,0.6,1.77,3.41,0.03,20.15
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_ghb_branch_4096,9.36,8.22,0.62,2.0,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.49
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_none_branch_512,9.37,8.23,0.62,2.01,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.49
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_simple_branch_2048,9.35,8.19,0.61,1.98,1.59,0.81,0.68,0.54,1.98,1.36,4.86,0.6,3.98,3.41,0.03,22.43
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_simple_branch_512,7.11,8.09,0.61,1.94,1.59,0.8,0.67,0.53,1.95,1.34,4.85,0.6,1.77,3.41,0.03,20.08
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_simple_branch_2048,9.36,8.21,0.62,2.0,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.48
/root/snipersim_framework/fft_config_l2_256_l3MB_16384_prefetch_none_branch_4096,6.19,8.11,0.61,1.95,1.59,0.8,0.67,0.53,1.96,1.34,4.85,0.6,0.85,3.41,0.03,19.18
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_simple_branch_1024,7.14,8.18,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.36,4.87,0.6,1.77,3.41,0.03,20.22
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_simple_branch_2048,6.21,8.15,0.61,1.97,1.59,0.8,0.67,0.53,1.96,1.35,4.86,0.6,0.85,3.41,0.03,19.24
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_none_branch_2048,7.14,8.17,0.61,1.99,1.59,0.81,0.68,0.54,1.95,1.36,4.86,0.6,1.77,3.41,0.03,20.2
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_ghb_branch_2048,7.14,8.16,0.61,1.99,1.59,0.81,0.68,0.54,1.95,1.36,4.86,0.6,1.77,3.41,0.03,20.19
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_none_branch_4096,9.35,8.19,0.62,1.98,1.59,0.81,0.68,0.54,1.98,1.36,4.87,0.6,3.98,3.41,0.03,22.44
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_ghb_branch_512,9.34,8.16,0.61,1.97,1.59,0.8,0.67,0.53,1.98,1.35,4.86,0.6,3.98,3.41,0.03,22.38
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_simple_branch_512,6.18,8.09,0.61,1.94,1.59,0.8,0.67,0.52,1.96,1.33,4.85,0.6,0.85,3.41,0.03,19.15
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_simple_branch_2048,7.13,8.15,0.61,1.98,1.59,0.81,0.68,0.53,1.95,1.36,4.86,0.6,1.77,3.41,0.03,20.17
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_ghb_branch_1024,6.23,8.21,0.62,2.01,1.59,0.81,0.68,0.54,1.96,1.37,4.87,0.6,0.85,3.41,0.03,19.35
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_ghb_branch_1024,6.23,8.21,0.62,2.01,1.59,0.81,0.68,0.54,1.96,1.37,4.87,0.6,0.85,3.41,0.03,19.35
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_simple_branch_4096,9.38,8.26,0.62,2.03,1.59,0.81,0.68,0.55,1.98,1.38,4.88,0.61,3.98,3.41,0.03,22.54
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_none_branch_1024,7.14,8.18,0.62,1.99,1.59,0.81,0.68,0.54,1.95,1.36,4.87,0.6,1.77,3.41,0.03,20.21
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_ghb_branch_2048,7.15,8.19,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.23
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_ghb_branch_2048,9.37,8.23,0.62,2.01,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.5
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_simple_branch_1024,6.17,8.06,0.61,1.91,1.59,0.79,0.67,0.52,1.96,1.33,4.84,0.59,0.85,3.41,0.03,19.1
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_simple_branch_4096,7.14,8.16,0.61,1.98,1.59,0.81,0.68,0.53,1.95,1.36,4.86,0.6,1.77,3.41,0.03,20.18
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_simple_branch_1024,9.34,8.16,0.61,1.97,1.59,0.8,0.67,0.53,1.98,1.35,4.86,0.6,3.98,3.41,0.03,22.38
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_simple_branch_2048,6.23,8.22,0.62,2.02,1.59,0.81,0.68,0.54,1.96,1.37,4.87,0.6,0.85,3.41,0.03,19.36
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_none_branch_1024,6.23,8.21,0.62,2.01,1.59,0.81,0.68,0.54,1.96,1.37,4.87,0.6,0.85,3.41,0.03,19.34
/root/snipersim_framework/fft_config_l2_256_l3MB_16384_prefetch_ghb_branch_4096,6.21,8.15,0.61,1.97,1.59,0.8,0.67,0.53,1.96,1.35,4.86,0.6,0.85,3.41,0.03,19.25
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_none_branch_4096,7.16,8.22,0.62,2.02,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.27
/root/snipersim_framework/fft_config_l2_512_l3MB_4096_prefetch_ghb_branch_512,7.14,8.17,0.61,1.99,1.59,0.81,0.68,0.54,1.95,1.36,4.86,0.6,1.77,3.41,0.03,20.21
/root/snipersim_framework/fft_config_l2_1024_l3MB_4096_prefetch_none_branch_4096,9.35,8.18,0.61,1.98,1.59,0.8,0.68,0.53,1.98,1.36,4.87,0.6,3.98,3.41,0.03,22.42
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_none_branch_1024,9.37,8.23,0.62,2.01,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.49
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_ghb_branch_512,9.34,8.17,0.61,1.97,1.59,0.8,0.67,0.53,1.98,1.35,4.86,0.6,3.98,3.41,0.03,22.4
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_ghb_branch_1024,9.34,8.18,0.61,1.98,1.59,0.8,0.68,0.53,1.98,1.35,4.86,0.6,3.98,3.41,0.03,22.41
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_none_branch_1024,6.23,8.22,0.62,2.01,1.59,0.81,0.68,0.54,1.96,1.37,4.88,0.6,0.85,3.41,0.03,19.36
/root/snipersim_framework/fft_config_l2_256_l3MB_16384_prefetch_simple_branch_512,6.21,8.16,0.61,1.98,1.59,0.81,0.68,0.53,1.96,1.36,4.86,0.6,0.85,3.41,0.03,19.27
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_simple_branch_2048,9.35,8.18,0.61,1.98,1.59,0.81,0.68,0.54,1.98,1.36,4.87,0.6,3.98,3.41,0.03,22.43
/root/snipersim_framework/fft_config_l2_512_l3MB_4096_prefetch_none_branch_2048,7.15,8.2,0.62,2.01,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.25
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_ghb_branch_1024,9.36,8.22,0.62,2.01,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.49
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_ghb_branch_512,6.2,8.13,0.61,1.96,1.59,0.8,0.67,0.53,1.96,1.35,4.86,0.6,0.85,3.41,0.03,19.22
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_none_branch_1024,9.36,8.21,0.62,2.0,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.47
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_ghb_branch_4096,7.11,8.11,0.61,1.95,1.59,0.8,0.67,0.53,1.95,1.34,4.85,0.6,1.77,3.41,0.03,20.1
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_simple_branch_4096,7.15,8.18,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.22
/root/snipersim_framework/fft_config_l2_256_l3MB_4096_prefetch_none_branch_512,6.21,8.16,0.61,1.98,1.59,0.81,0.68,0.53,1.96,1.36,4.86,0.6,0.85,3.41,0.03,19.26
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_none_branch_1024,9.33,8.13,0.61,1.95,1.59,0.8,0.67,0.53,1.98,1.34,4.85,0.6,3.98,3.41,0.03,22.34
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_ghb_branch_2048,7.13,8.14,0.61,1.97,1.59,0.8,0.67,0.53,1.95,1.35,4.86,0.6,1.77,3.41,0.03,20.16
/root/snipersim_framework/fft_config_l2_1024_l3MB_8192_prefetch_ghb_branch_1024,9.36,8.22,0.62,2.01,1.59,0.81,0.68,0.54,1.98,1.37,4.87,0.6,3.98,3.41,0.03,22.49
/root/snipersim_framework/fft_config_l2_512_l3MB_8192_prefetch_ghb_branch_512,7.15,8.18,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.22
/root/snipersim_framework/fft_config_l2_512_l3MB_16384_prefetch_simple_branch_1024,7.14,8.18,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.36,4.87,0.6,1.77,3.41,0.03,20.22
/root/snipersim_framework/fft_config_l2_256_l3MB_12288_prefetch_ghb_branch_2048,6.2,8.12,0.61,1.95,1.59,0.8,0.67,0.53,1.96,1.35,4.85,0.6,0.85,3.41,0.03,19.2
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_simple_branch_512,9.33,8.14,0.61,1.96,1.59,0.8,0.67,0.53,1.98,1.34,4.85,0.6,3.98,3.41,0.03,22.35
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_none_branch_512,7.11,8.1,0.61,1.95,1.59,0.8,0.67,0.53,1.95,1.34,4.85,0.6,1.77,3.41,0.03,20.1
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_simple_branch_1024,9.34,8.18,0.61,1.98,1.59,0.8,0.68,0.53,1.98,1.36,4.86,0.6,3.98,3.41,0.03,22.41
/root/snipersim_framework/fft_config_l2_512_l3MB_12288_prefetch_simple_branch_512,7.15,8.19,0.62,2.0,1.59,0.81,0.68,0.54,1.95,1.37,4.87,0.6,1.77,3.41,0.03,20.23
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_ghb_branch_2048,9.32,8.12,0.61,1.94,1.59,0.8,0.67,0.53,1.98,1.34,4.85,0.6,3.98,3.41,0.03,22.32
/root/snipersim_framework/fft_config_l2_1024_l3MB_16384_prefetch_none_branch_2048,9.34,8.17,0.61,1.98,1.59,0.8,0.68,0.53,1.98,1.35,4.87,0.6,3.98,3.41,0.03,22.41
/root/snipersim_framework/fft_config_l2_256_l3MB_16384_prefetch_none_branch_2048,6.23,8.21,0.62,2.01,1.59,0.81,0.68,0.54,1.96,1.37,4.88,0.6,0.85,3.41,0.03,19.35
/root/snipersim_framework/fft_config_l2_1024_l3MB_12288_prefetch_ghb_branch_4096,9.36,8.2,0.62,1.99,1.59,0.81,0.68,0.54,1.98,1.36,4.87,0.6,3.98,3.41,0.03,22.46
/root/snipersim_framework/fft_config_l2_256_l3MB_8192_prefetch_ghb_branch_2048,6.21,8.17,0.61,1.98,1.59,0.81,0.68,0.53,1.96,1.36,4.86,0.6,0.85,3.41,0.03,19.27
