directory,btbCore0,btbCore1,file,period_start,period_end,total_power,l2_power,l3_power
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-912000005-periodicins-913000021-1000016.txt,periodicins-912000005,periodicins-913000021,36.0305,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-379000005-periodicins-380000068-1000063.txt,periodicins-379000005,periodicins-380000068,33.9559,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-589000006-periodicins-590000002-999996.txt,periodicins-589000006,periodicins-590000002,30.3652,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-219000035-periodicins-220000090-1000055.txt,periodicins-219000035,periodicins-220000090,37.1464,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-790000020-periodicins-791000034-1000014.txt,periodicins-790000020,periodicins-791000034,34.269,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-825000013-periodicins-826000019-1000006.txt,periodicins-825000013,periodicins-826000019,34.3449,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-171000007-periodicins-172000005-999998.txt,periodicins-171000007,periodicins-172000005,15.1615,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-532000003-periodicins-533000042-1000039.txt,periodicins-532000003,periodicins-533000042,37.24,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-245000012-periodicins-246000044-1000032.txt,periodicins-245000012,periodicins-246000044,38.1272,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-635000027-periodicins-636000035-1000008.txt,periodicins-635000027,periodicins-636000035,40.5919,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1008000021-periodicins-1009000052-1000031.txt,periodicins-1008000021,periodicins-1009000052,36.389,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-521000088-periodicins-522000055-999967.txt,periodicins-521000088,periodicins-522000055,39.5023,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-645000003-periodicins-646000005-1000002.txt,periodicins-645000003,periodicins-646000005,30.3653,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-520000010-periodicins-521000088-1000078.txt,periodicins-520000010,periodicins-521000088,35.6961,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-919000052-periodicins-920000053-1000001.txt,periodicins-919000052,periodicins-920000053,38.7617,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-866000003-periodicins-867000005-1000002.txt,periodicins-866000003,periodicins-867000005,30.3652,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-176000001-periodicins-177000008-1000007.txt,periodicins-176000001,periodicins-177000008,9.61665,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-102000004-periodicins-103000003-999999.txt,periodicins-102000004,periodicins-103000003,14.0858,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-610000030-periodicins-611000045-1000015.txt,periodicins-610000030,periodicins-611000045,36.5844,0.0,0.0
./config_l2_256_l3MB_8192_prefetch_none_branch_1024-4096_cholesky-intervals,1024,4096,power-periodicins-1057000033-periodicins-1058000005-999972.txt,periodicins-1057000033,periodicins-1058000005,32.8532,0.0,0.0
