directory,period,start,roi-begin,roi-end,stop,branch_predictor.num-correct_core0,branch_predictor.num-correct_core1,branch_predictor.num-incorrect_core0,branch_predictor.num-incorrect_core1,L2.load-misses_core0,L2.load-misses_core1,L2.loads_core0,L2.loads_core1,L2.stores_core0,L2.stores_core1,L2.store-misses_core0,L2.store-misses_core1,core.instructions_core0,core.instructions_core1,performance_model.elapsed_time_core0,performance_model.elapsed_time_core1,performance_model.idle_elapsed_time_core0,performance_model.idle_elapsed_time_core1,performance_model.instruction_count_core0,performance_model.instruction_count_core1,L3.load-misses_core0,L3.load-misses_core1,L3.loads_core0,L3.loads_core1,L3.stores_core0,L3.stores_core1,L3.store-misses_core0,L3.store-misses_core1
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-24800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-25200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-25600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-26000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-26400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-26800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-27200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-27600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-28000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-28400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-28800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-29200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-29600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-30000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-30400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-30800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-31200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-31600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-32000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-32400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-32800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-33200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-33600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-34000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-34400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-34800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-35200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-35600000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-36000000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-36400000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-36800000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
/root/snipersim_framework/config_l2_256_l3MB_8192_prefetch_none_branch_512_fft,periodic-37200000000,start,roi-begin,roi-end,stop,0,0,0,0,2,0,2,0,2,0,2,0,0,0,48060821888,0,400000000,400000000,0,0,3,0,3,0,3,0,3,0
